amount,sex,month,day,grade
27.4,male,5,29,3
20.3,female,5,29,1
43.3,male,4,29,4
27.2,female,5,29,2
22.5,female,4,29,2
36.1,female,4,29,2
35.2,female,5,29,3
43.9,female,3,29,3
33.4,male,5,29,1
36.9,female,3,29,2
35.1,male,3,29,1
33.3,male,3,29,2
40.5,male,3,29,1
45.2,female,3,29,2
41.3,female,4,29,2
49.6,female,5,29,2
44.7,female,5,29,3
51.5,female,5,29,3
37.8,female,3,29,3
45,female,4,29,1
44.7,female,5,29,1
45.1,female,3,29,3
40.1,female,4,29,3
42.8,female,4,29,4
40.9,female,5,29,2
44.5,female,4,29,4
51.4,female,4,29,3
51.1,female,5,29,1
47.9,female,3,29,2
41.5,female,5,29,3
36.5,female,5,29,3
40.9,female,5,29,3
35.3,female,3,29,2
48.7,female,5,29,2
37,female,3,29,2
49.9,female,5,29,1
39.2,female,4,29,3
37.8,female,3,29,3
49.9,female,4,29,3
37,female,4,29,4
38.2,female,5,29,1
,female,3,29,2
49.2,female,4,29,4
36.3,female,5,29,1
38.8,female,5,29,3
40.6,female,4,29,2
35.3,female,4,29,1
35.6,female,3,29,4
29,female,4,30,2
29.8,female,3,30,2
28.7,female,5,30,1
28.8,female,5,30,3
29.8,female,5,30,1
30.6,female,3,30,1
30,female,5,30,1
30.6,female,4,30,1
27.8,female,3,30,2
30.6,female,4,30,1
26.1,female,4,30,2
27.8,female,3,30,2
34.8,female,3,30,2
33.7,female,3,30,2
28,female,3,30,3
29.4,female,4,30,1
25.3,female,5,30,2
33.2,female,3,30,1
29.4,male,5,30,3
28.2,male,3,30,4
30.9,male,4,30,2
27.4,male,3,30,3
27.3,male,4,30,2
27.7,male,3,30,3
29,male,5,30,2
29.7,male,5,30,3
28.1,male,5,30,4
30.7,male,5,30,3
31.2,male,5,30,2
29.8,male,3,30,4
29,male,5,30,4
31.2,male,4,30,4
28.9,male,3,30,3
28.6,male,4,30,2
27.3,male,4,30,4
29.8,male,4,30,3
27.3,male,4,30,3
27.3,male,3,30,3
28.2,male,5,30,3
29.3,male,4,30,2
28.9,male,5,30,2
28.6,male,4,30,4
30.8,male,5,30,3
30.5,male,4,30,1
31.4,male,5,30,3
30.3,male,3,30,1
27.9,male,5,30,4
31.8,male,3,30,3
29.6,male,5,30,1
31.1,male,3,30,2
29.2,male,5,30,4
30.7,male,4,30,1
29.1,male,3,30,3
27.2,male,5,30,3
28.7,male,5,30,3
28.7,male,4,30,4
31.6,male,3,30,3
27.3,male,5,30,1
27.5,male,5,30,4
27.5,male,5,30,4
27.4,male,5,30,1
28,male,5,30,3
28.8,male,5,30,2
27,male,3,30,2
30.5,male,4,30,4
29.1,male,3,30,4
31,male,3,30,2
27.6,male,5,30,1
28,male,4,30,1
30.3,male,3,30,2
30.2,male,4,30,4
31.1,male,3,30,1
27.4,male,5,30,2
31.4,male,5,30,3
29,male,4,30,1
28.8,male,5,30,2
30.4,male,4,30,3
31.1,male,4,30,1
31.3,male,5,30,2
28.5,male,3,30,3
30.9,male,4,30,2
30.7,male,5,30,1
29.3,male,5,30,2
30.1,male,3,30,3
30.8,male,3,30,4
29.9,male,5,30,3
30.6,male,5,30,3
29.4,male,3,30,1
31.5,male,4,30,3
28.7,male,3,30,2
31.8,male,3,30,1
31,male,5,30,4
29.2,male,4,30,1
31.5,male,3,30,4
31.1,male,3,30,3
29.5,male,4,30,2
30.2,male,3,30,4
29.4,male,3,30,2
27.7,male,3,30,4
30.6,male,5,30,2
27.5,male,4,30,3
31.8,male,3,30,3
28.3,male,3,30,2
29.5,male,4,30,2
30.5,male,3,30,1
31.3,male,5,30,1
31,male,4,30,3
27.7,male,4,30,1
29.1,male,3,30,2
29.2,male,5,30,4
28.2,male,3,30,4
30.2,male,5,,2
31,male,4,30,1
28.9,male,4,30,1
31,male,3,30,4
31.6,male,3,30,4
28.8,male,5,30,1
29.6,male,5,30,1
28.2,male,4,30,2
28.8,male,3,30,2
28.2,male,5,30,1
31.7,male,5,30,4
30.1,male,3,30,1
34.6,male,4,30,2
26.1,male,3,30,4
33.7,male,5,30,3
34.1,male,3,30,3
31.3,male,4,30,4
34.8,male,3,30,4
34.8,male,3,30,4
25.3,male,3,30,1
34.9,male,4,30,1
29.6,male,4,30,2
33.2,male,5,30,3
45.1,male,5,30,1
30.8,male,3,30,1
36.6,male,5,30,4
45.7,male,5,30,3
22.8,male,3,30,4
21.7,male,4,30,1
46.8,male,4,30,2
45.3,male,5,30,1
34.4,male,5,30,2
34.2,female,4,30,2
42.5,male,5,30,2
40,male,4,30,2
44,male,4,30,2
32.3,male,4,30,3
49,female,3,30,2
44.2,female,5,30,3
46.4,female,5,30,2
40.4,female,5,30,3
48.2,female,4,30,3
46.7,female,5,30,2
39.8,female,3,30,1
43.8,female,4,30,1
37.9,female,3,30,1
41.5,female,3,30,3
36.5,female,3,30,3
38.8,female,5,30,4
51.4,female,5,30,4
50.8,female,4,30,3
49.5,female,3,30,4
46.3,female,3,30,4
40,female,5,30,4
39,female,3,30,2
50.2,female,3,30,3
46.3,female,5,30,3
49.1,female,3,30,1
50.7,female,4,30,4
44.3,female,4,30,4
43.9,female,5,30,2
49.9,female,4,30,4
47,female,5,30,4
43.7,female,3,30,3
42.7,female,3,30,3
42.4,female,3,30,4
44.3,female,3,30,4
49.5,female,4,30,2
43.3,female,4,30,2
51.9,female,3,30,1
27,male,5,31,1
20.8,male,4,31,3
31.5,male,3,31,1
29.7,male,5,31,4
27.4,male,3,31,2
26.3,male,3,31,1
27.5,male,5,31,3
20.9,male,5,31,1
30.2,male,5,31,1
25.6,male,4,31,1
31.5,male,4,31,4
21.6,male,4,31,1
29.3,male,3,31,1
24.3,male,5,31,2
31.5,male,4,31,2
20.3,male,3,31,4
28.5,male,5,31,1
22.3,male,3,31,1
30.2,male,3,31,3
22.3,male,5,31,3
30.6,male,3,31,2
26.2,male,5,31,4
28.1,male,3,31,4
22.9,male,3,31,1
29.1,male,3,31,4
23.9,male,4,31,4
28.6,male,3,31,3
25.2,male,4,31,3
30.2,male,4,31,4
26.8,male,4,31,4
28.9,male,3,31,1
21.2,male,3,31,3
28.6,male,5,31,2
25.4,male,3,31,1
27.8,male,3,31,1
24.4,,4,31,2
29.7,male,4,31,1
22.6,male,4,31,3
29.8,male,3,31,3
26,male,3,31,1
27.8,male,5,31,3
29.2,male,5,31,1
28,male,4,31,4
29,male,3,31,4
27.2,male,4,31,3
26.5,male,3,31,2
32,male,5,31,1
21.6,male,4,31,1
30.6,male,4,31,4
24.5,male,4,31,4
30.8,male,5,31,2
29.5,male,3,31,2
28.7,male,4,31,1
24.9,male,4,31,1
29.1,male,4,31,4
27.5,male,5,31,4
29.6,male,3,31,3
22.2,male,3,31,1
28.3,male,4,31,4
20.8,male,5,31,4
29.6,male,3,31,1
24.2,male,3,31,2
29.5,male,4,31,1
23,male,4,31,4
30.6,male,5,31,1
24,male,4,31,4
31.5,male,4,31,1
29.2,male,5,31,3
29.7,male,5,31,4
24.8,male,3,31,1
28.1,male,3,31,2
29.8,male,4,31,4
28.3,male,5,31,4
27.9,male,4,31,2
28.2,male,4,31,2
23.5,male,4,31,4
29,male,4,31,3
22.9,male,5,31,2
30.6,male,3,31,1
26,male,5,31,2
29,male,5,31,2
23,male,3,31,4
29.4,male,4,31,2
21.1,male,4,31,3
29.2,male,5,31,1
26.6,male,4,31,3
30,male,5,31,3
25.4,male,3,31,2
30.2,male,4,31,4
23.6,male,5,31,3
28.1,male,3,31,2
32.1,male,5,31,1
29.9,male,3,31,3
32.6,male,4,31,1
30.8,male,3,31,4
25.5,male,4,31,4
31.9,male,5,31,1
25.6,male,4,31,3
26.1,male,5,31,1
28.6,male,4,31,3
30.1,male,5,31,2
25.1,male,3,31,4
32.8,male,3,31,1
34.7,male,4,31,1
30.7,male,5,31,3
34.4,male,4,31,3
30.3,male,5,31,4
23.9,male,5,31,3
34.3,male,3,31,1
49.9,male,4,31,3
37.5,female,4,31,2
24.9,male,3,31,2
49.6,male,4,31,4
36.6,male,5,31,4
28.5,female,4,31,2
33.6,female,3,31,4
41.8,female,5,31,2
46.4,female,5,31,2
43.5,female,5,31,2
45.4,female,4,31,2
50.9,female,4,31,1
40.3,female,3,31,2
40.3,female,4,31,4
49.4,female,4,31,1
39.8,female,5,31,2
49,,3,31,4
38.1,female,5,31,3
49.4,female,4,31,2
45.4,female,4,31,2
49,female,5,31,4
50.8,female,3,31,1
51.3,female,3,31,1
46.9,female,4,31,2
37,female,4,31,2
46.4,female,4,31,4
36.4,female,5,31,4
35.6,female,3,31,2
42.3,female,5,31,1
44,female,3,31,2
40.9,female,5,31,1
38,female,3,31,2
35.6,female,5,31,3
35.2,female,4,31,4
42.2,female,3,31,1
41.7,female,3,31,3
37.1,female,4,31,1
37.2,female,3,31,3
38.3,female,3,31,2
37.3,female,4,31,1
